,Date,Team,Acquired,Relinquished,Notes,Duration,Year,Season
320,2010-12-17,Nets,2011-01-12,Anthony Morrow,placed on IL,26.0,2010,post
321,2010-12-17,Pacers,2010-12-29,Paul George,placed on IL,12.0,2010,post
322,2010-12-17,Pistons,2010-12-22,Austin Daye,placed on IL with strained hamstring,5.0,2010,post
323,2010-12-17,Raptors,season,Predrag Stojakovic / Peja Stojakovic,placed on IL with swollen left knee,100.0,2010,post
324,2010-12-17,Thunder,season,Morris Peterson,placed on IL,100.0,2010,post
325,2010-12-17,Timberwolves,2010-12-18,Lazar Hayward,placed on IL,1.0,2010,post
326,2010-12-18,Blazers,2011-01-04,Joel Przybilla,placed on IL with left ankle injury,17.0,2010,post
328,2010-12-18,Clippers,2011-01-22,Brian Cook,placed on IL with sprained right ankle,35.0,2010,post
329,2010-12-18,Jazz,2010-12-20,Gordon Hayward,placed on IL,2.0,2010,post
330,2010-12-18,Timberwolves,2010-12-20,Darko Milicic,placed on IL with sprained ankle,2.0,2010,post
331,2010-12-18,Timberwolves,2010-12-27,Nikola Pekovic,placed on IL with sprained left ankle,9.0,2010,post
332,2010-12-18,Warriors,2011-01-05,Andris Biedrins,placed on IL with sprained left ankle,18.0,2010,post
333,2010-12-18,Wizards,2010-12-26,John Wallace,placed on IL with right knee tendinitis,8.0,2010,post
334,2010-12-19,Kings,2010-12-27,Jason Thompson,placed on IL with lacerated right ring finger,8.0,2010,post
335,2010-12-19,Lakers,2010-12-25,Derrick Caracter,placed on IL,6.0,2010,post
336,2010-12-19,Pacers,2010-12-20,Josh McRoberts,placed on IL with abdominal strain,1.0,2010,post
337,2010-12-19,Rockets,2011-01-05,Ishmael Smith / Ish Smith,placed on IL,17.0,2010,post
338,2010-12-19,Rockets,2010-12-31,Jared Jeffries,placed on IL,12.0,2010,post
339,2010-12-20,Bucks,2011-01-05,Brandon Jennings,placed on IL with broken bone in left foot,16.0,2010,post
340,2010-12-20,Bucks,2010-12-27,Corey Maggette,placed on IL with concussion,7.0,2010,post
341,2010-12-20,Heat,2010-12-23,Jamaal Magloire,placed on IL,3.0,2010,post
342,2010-12-20,Hornets,2011-03-09,Marcus Banks,placed on IL (P),79.0,2010,post
343,2010-12-20,Jazz,2010-12-27,Mehmet Okur,placed on IL with sprained right ankle,7.0,2010,post
344,2010-12-20,Pacers,2010-12-26,Dahntay Jones,placed on IL,6.0,2010,post
345,2010-12-20,Timberwolves,2010-12-22,Sundiata Gaines,placed on IL,2.0,2010,post
346,2010-12-21,Bobcats,2010-12-27,DeSagana Diop,placed on IL,6.0,2010,post
347,2010-12-21,Bulls,2010-12-22,Taj Gibson,placed on IL with concussion,1.0,2010,post
348,2010-12-21,Mavericks,2010-12-27,Steve Novak,placed on IL,6.0,2010,post
349,2010-12-22,76ers,2010-12-26,Darius Songaila,placed on IL,4.0,2010,post
350,2010-12-22,Bulls,season,John Lucas III,placed on IL,100.0,2010,post
351,2010-12-22,Cavaliers,2010-12-26,Samardo Samuels,placed on IL,4.0,2010,post
352,2010-12-22,Clippers,2011-02-23,Craig Smith,placed on IL with herniated disc in lower back,63.0,2010,post
353,2010-12-22,Hawks,2011-01-02,Etan Thomas,placed on IL,11.0,2010,post
354,2010-12-22,Nuggets,2010-12-25,Melvin Ely,placed on IL,3.0,2010,post
355,2010-12-22,Pistons,2010-12-29,DaJuan Summers,placed on IL,7.0,2010,post
356,2010-12-22,Timberwolves,2010-12-26,Sebastian Telfair,placed on IL with plantar fasciitis in right foot,4.0,2010,post
357,2010-12-22,Wizards,2010-12-26,Hamady Ndiaye / Hamady N'Diaye,placed on IL,4.0,2010,post
358,2010-12-23,Heat,2010-12-25,Dwyane Wade,placed on IL with sore left knee,2.0,2010,post
359,2010-12-23,Magic,2011-02-04,Malik Allen,placed on IL with sprained left ankle,43.0,2010,post
360,2010-12-23,Suns,2010-12-29,Vince Carter,placed on IL with sore left knee,6.0,2010,post
361,2010-12-25,Celtics,2010-12-31,Rajon Rondo,placed on IL with sprained left ankle,6.0,2010,post
362,2010-12-25,Heat,2011-01-15,Jamaal Magloire,placed on IL,21.0,2010,post
363,2010-12-25,Lakers,2011-01-09,Devin Ebanks,placed on IL,15.0,2010,post
364,2010-12-25,Nuggets,2010-12-28,Renaldo Balkman,placed on IL,3.0,2010,post
365,2010-12-25,Thunder,2011-02-02,Cole Aldrich,placed on IL,39.0,2010,post
366,2010-12-25,Warriors,2010-12-29,Charlie Bell,placed on IL,4.0,2010,post
367,2010-12-25,Warriors,2011-01-03,Dan Gadzuric,placed on IL with strained left groin,9.0,2010,post
369,2010-12-26,Hawks,2011-01-05,Jordan Crawford,placed on IL,10.0,2010,post
370,2010-12-26,Pacers,2010-12-29,A.J. Price,placed on IL,3.0,2010,post
371,2010-12-26,Timberwolves,2011-01-01,Sundiata Gaines,placed on IL,6.0,2010,post
372,2010-12-27,Bobcats,2010-12-29,Dominic McGuire,placed on IL,2.0,2010,post
373,2010-12-27,Bobcats,2010-12-29,Sherron Collins,placed on IL,2.0,2010,post
374,2010-12-27,Bucks,2011-01-21,Carlos Delfino,placed on IL with concussion,25.0,2010,post
375,2010-12-27,Jazz,2010-12-29,Jeremy Evans,placed on IL,2.0,2010,post
376,2010-12-27,Kings,2011-01-09,Luther Head,placed on IL,13.0,2010,post
378,2010-12-27,Raptors,2011-01-04,Andrea Bargnani,placed on IL with strained left calf,8.0,2010,post
379,2010-12-27,Timberwolves,2011-01-13,Lazar Hayward,placed on IL,17.0,2010,post
380,2010-12-27,Wizards,2011-02-12,Hamady Ndiaye / Hamady N'Diaye,placed on IL,47.0,2010,post
381,2010-12-27,Wizards,2010-12-29,Hilton Armstrong,placed on IL with foot injury,2.0,2010,post
382,2010-12-28,Cavaliers,2011-01-01,Samardo Samuels,placed on IL,4.0,2010,post
383,2010-12-28,Mavericks,2011-01-15,Dirk Nowitzki,placed on IL with sprained right knee,18.0,2010,post
384,2010-12-28,Nuggets,2011-01-05,Al Harrington,placed on IL with dislocated right thumb,8.0,2010,post
385,2010-12-29,76ers,2011-01-11,Andre Iguodala,placed on IL with right Achilles tendinitis,13.0,2010,post
386,2010-12-29,76ers,2011-01-07,Darius Songaila,placed on IL,9.0,2010,post
387,2010-12-29,Bobcats,2011-01-03,Eduardo Najera,placed on IL,5.0,2010,post
388,2010-12-29,Bobcats,2011-01-03,Kwame Brown,placed on IL,5.0,2010,post
389,2010-12-29,Bobcats,2011-01-03,Tyrus Thomas,placed on IL with sore wrist,5.0,2010,post
390,2010-12-29,Hornets,2011-01-01,Aaron Gray,placed on IL,3.0,2010,post
391,2010-12-29,Jazz,2011-01-01,Andrei Kirilenko,placed on IL with strained lower back,3.0,2010,post
392,2010-12-29,Pacers,2011-01-28,Dahntay Jones,placed on IL,30.0,2010,post
393,2010-12-29,Pacers,2011-01-02,Jeff Foster,placed on IL (P),4.0,2010,post
394,2010-12-29,Pistons,2011-01-03,Rodney Stuckey,placed on IL with stomach virus,5.0,2010,post
395,2010-12-29,Suns,2010-12-31,Gani Lawal,placed on IL,2.0,2010,post
396,2010-12-29,Warriors,2011-02-05,Jeremy Lin,placed on IL,38.0,2010,post
397,2010-12-29,Wizards,2010-12-31,Lester Hudson,placed on IL,2.0,2010,post
398,2010-12-31,Celtics,2011-01-14,Kevin Garnett,placed on IL with strained right calf,14.0,2010,post
399,2010-12-31,Nets,2011-01-07,Troy Murphy,placed on IL with viral infection,7.0,2010,post
400,2010-12-31,Rockets,2011-01-14,Chuck Hayes,placed on IL with sprained right ankle,14.0,2010,post
401,2010-12-31,Suns,2011-01-11,Garret Siler,placed on IL,11.0,2010,post
402,2010-12-31,Wizards,2011-01-01,Kevin Seraphin,placed on IL,1.0,2010,post
403,2010-12-31,Wizards,2011-01-05,Kirk Hinrich,placed on IL with bruised left thigh,5.0,2010,post
404,2011-01-01,Cavaliers,2011-01-05,Anderson Varejao,placed on IL with fractured cheekbone,4.0,2011,regular
405,2011-01-01,Hornets,2011-01-12,Didier Ilunga-Mbenga / Didier Mbenga / D.J. Mbenga,placed on IL,11.0,2011,regular
406,2011-01-01,Jazz,2011-01-12,Mehmet Okur,placed on IL with strained lower back,11.0,2011,regular
407,2011-01-01,Nuggets,2011-01-09,Melvin Ely,placed on IL,8.0,2011,regular
408,2011-01-01,Timberwolves,2011-01-03,Jonny Flynn,placed on IL with sprained right ankle,2.0,2011,regular
409,2011-01-01,Wizards,2011-01-05,Josh Howard,placed on IL with sore left knee,4.0,2011,regular
410,2011-01-02,Cavaliers,2011-01-05,Daniel Gibson,placed on IL with bruised left thigh,3.0,2011,regular
411,2011-01-02,Hawks,2011-01-26,Marvin Williams,placed on IL with sore lower back,24.0,2011,regular
412,2011-01-02,Mavericks,season,Caron Butler,placed on IL with torn patella tendon in right knee (out for season),100.0,2011,regular
413,2011-01-02,Pacers,2011-01-08,A.J. Price,placed on IL,6.0,2011,regular
414,2011-01-03,Bobcats,2011-02-25,DeSagana Diop,placed on IL with ruptured right Achilles tendon (out for season),53.0,2011,regular
415,2011-01-03,Bobcats,2011-01-12,Gerald Wallace,placed on IL with left ankle injury,9.0,2011,regular
416,2011-01-03,Bobcats,2011-01-14,Nazr Mohammed,placed on IL with right knee injury,11.0,2011,regular
417,2011-01-03,Timberwolves,season,Sundiata Gaines,placed on IL,100.0,2011,regular
418,2011-01-03,Warriors,2011-01-05,David Lee,placed on IL with back injury,2.0,2011,regular
419,2011-01-04,Blazers,2011-02-23,Brandon Roy,placed on IL with sore left knee,50.0,2011,regular
420,2011-01-04,Knicks,2011-01-17,Danilo Gallinari,placed on IL with sprained left knee,13.0,2011,regular
421,2011-01-04,Pistons,2011-01-08,Chris Wilcox,placed on IL,4.0,2011,regular
422,2011-01-04,Raptors,2011-01-07,Sonny Weems,placed on IL with back spasms,3.0,2011,regular
423,2011-01-05,Cavaliers,2011-01-07,Anthony Parker,placed on IL with sore back,2.0,2011,regular
424,2011-01-05,Cavaliers,2011-01-07,Jamario Moon,placed on IL,2.0,2011,regular
425,2011-01-05,Nuggets,2011-01-06,Renaldo Balkman,placed on IL,1.0,2011,regular
426,2011-01-05,Rockets,2011-01-10,Aaron Brooks,placed on IL with sore/sprained left ankle,5.0,2011,regular
427,2011-01-05,Warriors,2011-01-21,Charlie Bell,placed on IL,16.0,2011,regular
428,2011-01-05,Wizards,2011-01-07,Cartier Martin,placed on IL,2.0,2011,regular
429,2011-01-06,Nuggets,2011-01-11,Kenyon Martin,placed on IL with left knee injury,5.0,2011,regular
430,2011-01-07,76ers,2011-01-17,Tony Battie,placed on IL with right rotator cuff tendinitis,10.0,2011,regular
431,2011-01-07,Cavaliers,2011-01-14,Daniel Gibson,placed on IL with sprained left ankle,7.0,2011,regular
433,2011-01-07,Grizzlies,2011-01-26,Xavier Henry,placed on IL with sore right knee,19.0,2011,regular
434,2011-01-07,Pacers,2011-01-08,Solomon Jones,placed on IL,1.0,2011,regular
435,2011-01-07,Raptors,2011-01-14,Solomon Alabi,placed on IL,7.0,2011,regular
436,2011-01-07,Timberwolves,2011-01-09,Sebastian Telfair,placed on IL,2.0,2011,regular
437,2011-01-07,Wizards,2011-02-13,Josh Howard,placed on IL with sore left knee,37.0,2011,regular
438,2011-01-08,Hawks,2011-01-17,Etan Thomas,placed on IL,9.0,2011,regular
439,2011-01-08,Pacers,2011-01-14,Josh McRoberts,placed on IL,6.0,2011,regular
440,2011-01-08,Pacers,2011-01-14,Lance Stephenson,placed on IL,6.0,2011,regular
441,2011-01-08,Pistons,2011-01-12,DaJuan Summers,placed on IL,4.0,2011,regular
442,2011-01-09,Kings,2011-01-14,Tyreke Evans,placed on IL with left foot injury / sprained left ankle (CBC),5.0,2011,regular
444,2011-01-09,Nuggets,2011-01-11,Chris Andersen,placed on IL with sore right knee,2.0,2011,regular
445,2011-01-09,Suns,season,Gani Lawal,placed on IL with torn ACL and partially torn MCL in right knee (out for season),100.0,2011,regular
446,2011-01-09,Timberwolves,2011-01-13,Kosta Koufos,placed on IL,4.0,2011,regular
447,2011-01-10,Rockets,2011-01-14,Kevin Martin,placed on IL with sprained right wrist,4.0,2011,regular
448,2011-01-11,76ers,2011-01-14,Darius Songaila,placed on IL,3.0,2011,regular
449,2011-01-11,Nuggets,2011-01-13,Melvin Ely,placed on IL,2.0,2011,regular
450,2011-01-11,Nuggets,2011-01-15,Renaldo Balkman,placed on IL,4.0,2011,regular
451,2011-01-11,Suns,2011-01-14,Grant Hill,placed on IL with sore/sprained right knee,3.0,2011,regular
452,2011-01-12,Bobcats,2011-01-14,Derrick Brown,placed on IL,2.0,2011,regular
453,2011-01-12,Hornets,2011-01-14,David Andersen,placed on IL,2.0,2011,regular
454,2011-01-12,Jazz,2011-01-17,Jeremy Evans,placed on IL,5.0,2011,regular
455,2011-01-12,Nets,season,Troy Murphy,placed on IL,100.0,2011,regular
456,2011-01-12,Pistons,2011-01-22,Ben Wallace,placed on IL with left ankle injury,10.0,2011,regular
457,2011-01-13,Nuggets,2011-01-30,Chris Andersen,placed on IL with sore right knee and lower back,17.0,2011,regular
458,2011-01-13,Timberwolves,2011-01-17,Michael Beasley,placed on IL with sprained left ankle,4.0,2011,regular
459,2011-01-13,Timberwolves,2011-01-26,Sebastian Telfair,placed on IL,13.0,2011,regular
460,2011-01-14,76ers,2011-03-06,Craig Brackins,placed on IL,51.0,2011,regular
461,2011-01-14,Bobcats,2011-01-18,Sherron Collins,placed on IL,4.0,2011,regular
462,2011-01-14,Cavaliers,2011-02-25,Anderson Varejao,placed on IL with torn tendon in right ankle (out for season),42.0,2011,regular
463,2011-01-14,Cavaliers,2011-01-21,Anthony Parker,placed on IL with strained lower back,7.0,2011,regular
464,2011-01-14,Hornets,2011-01-17,Marco Belinelli,placed on IL with sprained right ankle,3.0,2011,regular
465,2011-01-14,Kings,2011-01-17,Luther Head,placed on IL,3.0,2011,regular
466,2011-01-14,Pacers,2011-01-19,A.J. Price,placed on IL,5.0,2011,regular
467,2011-01-14,Pacers,2011-01-17,Solomon Jones,placed on IL,3.0,2011,regular
468,2011-01-14,Raptors,2011-01-24,Sonny Weems,placed on IL with sore back,10.0,2011,regular
469,2011-01-14,Rockets,2011-02-05,Brad Miller,placed on IL with sore right knee,22.0,2011,regular
470,2011-01-14,Rockets,2011-01-24,Ishmael Smith / Ish Smith,placed on IL,10.0,2011,regular
471,2011-01-14,Suns,2011-01-21,Garret Siler,placed on IL,7.0,2011,regular
472,2011-01-14,Celtics,2011-02-07,Avery Bradley,placed on IL,24.0,2011,regular
473,2011-01-15,Bobcats,2011-01-20,Derrick Brown,placed on IL,5.0,2011,regular
474,2011-01-15,Heat,2011-01-18,LeBron James,placed on IL with sprained left ankle,3.0,2011,regular
476,2011-01-15,Nuggets,2011-01-16,Kenyon Martin,placed on IL with sore knee,1.0,2011,regular
477,2011-01-16,Nuggets,2011-01-26,Renaldo Balkman,placed on IL,10.0,2011,regular
478,2011-01-17,76ers,2011-01-24,Andres Nocioni,placed on IL with dislocated right middle finger,7.0,2011,regular
479,2011-01-17,Hawks,2011-01-18,Jordan Crawford,placed on IL,1.0,2011,regular
480,2011-01-17,Hornets,2011-01-21,Didier Ilunga-Mbenga / Didier Mbenga / D.J. Mbenga,placed on IL,4.0,2011,regular
481,2011-01-17,Jazz,2011-01-19,Gordon Hayward,placed on IL with sinus infection,2.0,2011,regular
482,2011-01-17,Kings,2011-02-21,Francisco Garcia,placed on IL with sore left calf,35.0,2011,regular
483,2011-01-17,Knicks,2011-01-19,Ronny Turiaf,placed on IL with right hip pointer,2.0,2011,regular
484,2011-01-17,Pacers,2011-02-23,Lance Stephenson,placed on IL,37.0,2011,regular
485,2011-01-17,Timberwolves,2011-01-19,Lazar Hayward,placed on IL,2.0,2011,regular
486,2011-01-18,Bobcats,2011-01-20,Eduardo Najera,placed on IL,2.0,2011,regular
487,2011-01-18,Hawks,2011-01-21,Etan Thomas,placed on IL,3.0,2011,regular
488,2011-01-18,Heat,2011-01-30,Chris Bosh,placed on IL with sprained left ankle,12.0,2011,regular
489,2011-01-19,Jazz,2011-01-22,Jeremy Evans,placed on IL,3.0,2011,regular
490,2011-01-19,Knicks,2011-01-28,Andy Rautins,placed on IL,9.0,2011,regular
491,2011-01-19,Mavericks,season,Alexis Ajinca / Alex Ajinca,placed on IL,100.0,2011,regular
492,2011-01-19,Pacers,2011-01-22,Roy Hibbert,placed on IL with upper respiratory infection,3.0,2011,regular
493,2011-01-19,Spurs,2011-02-08,Matt Bonner,placed on IL with sore right knee,20.0,2011,regular
494,2011-01-19,Timberwolves,2011-01-24,Nikola Pekovic,placed on IL,5.0,2011,regular
495,2011-01-20,Bobcats,2011-01-26,Sherron Collins,placed on IL,6.0,2011,regular
496,2011-01-20,Bobcats,2011-02-25,Tyrus Thomas,placed on IL with torn meniscus in left knee,36.0,2011,regular
498,2011-01-21,Cavaliers,2011-02-11,Maurice Williams / Mo Williams,placed on IL with hip flexor injury,21.0,2011,regular
499,2011-01-21,Hawks,2011-01-26,Al Horford,placed on IL with sore right ankle,5.0,2011,regular
500,2011-01-21,Hornets,2011-02-01,Aaron Gray,placed on IL with sprained ankle,11.0,2011,regular
501,2011-01-21,Warriors,2011-01-22,Louis Amundson / Lou Amundson,placed on IL with sprained left ankle,1.0,2011,regular
502,2011-01-22,Clippers,2011-01-26,Willie Warren,placed on IL,4.0,2011,regular
503,2011-01-22,Jazz,2011-01-25,Francisco Elson,placed on IL with quadriceps injury,3.0,2011,regular
504,2011-01-22,Pacers,2011-01-28,Josh McRoberts,placed on IL,6.0,2011,regular
505,2011-01-22,Pistons,2011-01-26,Charlie Villanueva,placed on IL with sprained left ankle,4.0,2011,regular
506,2011-01-22,Thunder,2011-01-28,Byron Mullens / B.J. Mullens,placed on IL,6.0,2011,regular
507,2011-01-22,Warriors,2011-01-24,Acie Law,placed on IL with sore left knee,2.0,2011,regular
508,2011-01-22,Wizards,2011-01-28,Kirk Hinrich,placed on IL with sprained elbow,6.0,2011,regular
509,2011-01-24,76ers,2011-02-06,Darius Songaila,placed on IL,13.0,2011,regular
511,2011-01-24,Raptors,2011-02-08,Leandro Barbosa,placed on IL with strained right hamstring,15.0,2011,regular
512,2011-01-24,Rockets,2011-02-01,Jared Jeffries,placed on IL with hyperextended right knee,8.0,2011,regular
513,2011-01-24,Timberwolves,2011-02-02,Kosta Koufos,placed on IL,9.0,2011,regular
514,2011-01-24,Warriors,2011-02-03,Charlie Bell,placed on IL,10.0,2011,regular
515,2011-01-24,Raptors,2011-01-26,Alexis Ajinca / Alex Ajinca,placed on IL,2.0,2011,regular
516,2011-01-25,Celtics,2011-03-31,Jermaine O'Neal,placed on IL with sore left knee,65.0,2011,regular
517,2011-01-25,Jazz,2011-01-30,Kyrylo Fesenko,placed on IL with upper respiratory infection,5.0,2011,regular
518,2011-01-25,Mavericks,2011-02-07,Predrag Stojakovic / Peja Stojakovic,placed on IL with sore knee,13.0,2011,regular
519,2011-01-26,Bobcats,2011-01-28,Derrick Brown,placed on IL,2.0,2011,regular
520,2011-01-26,Bucks,2011-03-28,Drew Gooden,placed on IL with plantar fasciitis in left foot,61.0,2011,regular
521,2011-01-26,Grizzlies,2011-01-28,DeMarre Carroll,placed on IL,2.0,2011,regular
522,2011-01-26,Hawks,2011-02-05,Jordan Crawford,placed on IL,10.0,2011,regular
523,2011-01-26,Hawks,2011-02-02,Josh Powell,placed on IL,7.0,2011,regular
524,2011-01-26,Nuggets,2011-01-28,Nene / Nene Hilario / Maybyner Hilario,placed on IL with strained right calf,2.0,2011,regular
526,2011-01-26,Raptors,2011-03-30,Linas Kleiza,placed on IL with sore right knee,63.0,2011,regular
527,2011-01-26,Timberwolves,2011-02-04,Lazar Hayward,placed on IL,9.0,2011,regular
528,2011-01-28,Bobcats,2011-01-31,Sherron Collins,placed on IL,3.0,2011,regular
529,2011-01-28,Grizzlies,2011-01-31,Hamed Haddadi,placed on IL,3.0,2011,regular
530,2011-01-28,Knicks,2011-02-04,Wilson Chandler,placed on IL with sore left calf,7.0,2011,regular
531,2011-01-28,Nuggets,2011-01-30,Renaldo Balkman,placed on IL,2.0,2011,regular
532,2011-01-28,Pacers,2011-02-08,Brandon Rush,placed on IL with sprained right ankle,11.0,2011,regular
533,2011-01-28,Pacers,2011-01-31,Tyler Hansbrough,placed on IL with pneumonia,3.0,2011,regular
534,2011-01-28,Thunder,2011-02-04,Thabo Sefolosha,placed on IL with sore/sprained knee,7.0,2011,regular
536,2011-01-30,Heat,2011-02-03,Jamaal Magloire,placed on IL,4.0,2011,regular
537,2011-01-30,Jazz,season,Mehmet Okur,placed on IL with strained back / chronic disc problem in back (out for season),100.0,2011,regular
538,2011-01-30,Nuggets,2011-02-02,Al Harrington,placed on IL with left foot injury,3.0,2011,regular
539,2011-01-30,Nuggets,2011-01-31,Kenyon Martin,placed on IL with sore left knee,1.0,2011,regular
540,2011-01-30,Suns,2011-02-15,Goran Dragic,placed on IL with stitches in left foot,16.0,2011,regular
541,2011-01-31,Bobcats,2011-02-02,Derrick Brown,placed on IL,2.0,2011,regular
542,2011-01-31,Bucks,2011-02-02,John Salmons,placed on IL with strained right hip,2.0,2011,regular
543,2011-01-31,Grizzlies,2011-02-05,DeMarre Carroll,placed on IL,5.0,2011,regular
544,2011-01-31,Nuggets,2011-02-02,Chris Andersen,placed on IL with sore right knee,2.0,2011,regular
545,2011-01-31,Pacers,season,Solomon Jones,placed on IL,100.0,2011,regular
546,2011-01-31,Wizards,season,Mustafa Shakur,placed on IL,100.0,2011,regular
547,2011-02-01,Hornets,2011-02-25,Emeka Okafor,placed on IL with strained left oblique muscle,24.0,2011,regular
548,2011-02-01,Rockets,2011-02-07,Ishmael Smith / Ish Smith,placed on IL,6.0,2011,regular
549,2011-02-02,Bobcats,2011-02-04,Dominic McGuire,placed on IL,2.0,2011,regular
550,2011-02-02,Bucks,2011-02-05,Andrew Bogut,placed on IL with bruised right knee,3.0,2011,regular
551,2011-02-02,Hawks,season,Etan Thomas,placed on IL,100.0,2011,regular
552,2011-02-02,Nets,2011-02-09,Jordan Farmar,placed on IL with strained lower back,7.0,2011,regular
